,Datetime,Tweet_Id,Text,Source,Favorite Count,Retweets
11,2020-07-18 17:03:30,1284534271898791937,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
12,2020-07-18 17:03:23,1284534241267777536,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
13,2020-07-18 17:01:18,1284533718741385216,"RT @MtandaoPromoter: #IkoKaziKe #IkoKazi Looking for a Audit Trainee living around Mlolongo,Kitengela or Athi river area, DM for more info",Twitter for Android,0,2
14,2020-07-18 16:54:46,1284532075618611200,"RT @KuntaKitten: Our proposal for a fast food restaurant in Utawala.Client's budget is tight so we proposed
1. Mason jar light fixtures
2.…",Twitter Web App,0,890
15,2020-07-18 16:54:42,1284532058036080640,"RT @Keyombe_jr: Wherever you are we deliver it #justsayit
For inquiries call us 0704 503960
Email: emmanuelkeyombe@gmail.com
#IkoKaziKE 
#K…",Twitter for Android,0,4
16,2020-07-18 16:53:24,1284531730855190528,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
17,2020-07-18 16:52:28,1284531496771084288,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
18,2020-07-18 16:49:30,1284530747752222720,"RT @Keyombe_jr: Wherever you are we deliver it #justsayit
For inquiries call us 0704 503960
Email: emmanuelkeyombe@gmail.com
#IkoKaziKE 
#K…",Twitter Web App,0,4
19,2020-07-18 16:48:15,1284530433552781312,"RT @Keyombe_jr: UNBELIEVABLE!!! offers at Mauru containers
For empty containers, stalls and offices call 0704 503960 or email: emmanuel key…",Twitter Web App,0,3
20,2020-07-18 16:32:10,1284526385239859200,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
21,2020-07-18 16:31:38,1284526252095873024,"RT @YouthAbraham: We are creating employment opportunities, through our social franchise model. We are recruiting resellers,distributors n…",WapiKazi2.0,0,3
22,2020-07-18 16:28:27,1284525452745465856,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
23,2020-07-18 16:25:12,1284524634667470848,"RT @KameneAndJalas: @moneychapKE are an online crowdfunding and fundraising platform. 
-Log on to https://t.co/N6kinjX0uu

For inquiries wr…",Twitter for iPhone,0,1
24,2020-07-18 16:15:52,1284522282279469066,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
25,2020-07-18 16:11:21,1284521148957556736,i am trying to attain polycarp igathe levels of wealth but all i'm seeing are jokers in my dm. i think i need to pu… https://t.co/8VRchcRsAk,Twitter for Android,0,0
26,2020-07-18 16:09:10,1284520599327580160,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
27,2020-07-18 16:05:31,1284519679005011976,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
28,2020-07-18 16:04:59,1284519544795607040,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
29,2020-07-18 16:01:50,1284518754039336961,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for Android,0,142
30,2020-07-18 15:43:09,1284514051016527872,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for iPhone,0,142
31,2020-07-18 15:41:38,1284513669259366403,RT @amunsoft: Striding into the weekend with a productive first week - our social media is all set. This is the mood today as we aim for an…,WapiKazi2.0,0,4
32,2020-07-18 15:37:52,1284512719253704704,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for Android,0,142
33,2020-07-18 15:34:17,1284511818736717825,"Amazing insights right here...

#WaihigaKMuturi #WaihigaIsImpact #CreatorOfOpportunities #SerialSocialEntrepreneur… https://t.co/hJ4vpuhUZG",LinkedIn,0,0
34,2020-07-18 15:29:20,1284510574248951808,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
35,2020-07-18 15:29:17,1284510563188592640,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
36,2020-07-18 15:29:13,1284510544897155072,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
37,2020-07-18 15:28:32,1284510372121190402,"RT @proTvMounting: #IkoKaziKE support my hustle this weekend TV mounting at 1000ksh
cable management / trunking done also done on request
C…",Twitter for Android,0,30
38,2020-07-18 15:18:35,1284507866381070337,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
39,2020-07-18 15:11:29,1284506083407650817,RT @Chiwara_K: 2 years Content &amp; Community Mgt at a fast paced/high pressure Digital Agency as well as Consultancy experience. Very adaptab…,Twitter for Android,0,4
40,2020-07-18 15:10:13,1284505760991457285,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter Web App,0,142
41,2020-07-18 15:09:50,1284505668054126593,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter Web App,0,19
42,2020-07-18 15:09:47,1284505652874948609,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for Android,0,142
43,2020-07-18 15:08:28,1284505320488931329,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for Android,0,142
44,2020-07-18 15:07:01,1284504956721156097,"RT @JesseKimani10: I’m a Data Entry Clerk, looking for any vacancy in my field ( Administrative Skills,Inventory, Bookkeeping and clerical…",Twitter for iPhone,0,142
45,2020-07-18 14:51:38,1284501086188048384,"RT @Simon_Ingari: Lounge Supervisor, Stewards And Bartender Positions - https://t.co/Plu0muB2Oj
#IkoKaziKe  #PataKaziKe #Gethired ... https…",WapiKazi2.0,0,3
46,2020-07-18 14:49:14,1284500482573185024,RT @Creatives_Kenya: #creatives #creativeindustries #creativeindustryKE #CEWG #castingcall #casting #IkoKaziKE #IkoKazi https://t.co/y0DCc4…,Twitter for iPhone,0,3
47,2020-07-18 14:49:01,1284500428718321667,"RT @Meninist254: #IkoKaziKE I sell these plus more others within my village, Gachie at an affordable rate. 
I do deliveries free within Gac…",Twitter for Android,0,77
48,2020-07-18 14:47:49,1284500124228562944,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
49,2020-07-18 14:39:00,1284497905500540930,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
50,2020-07-18 14:37:49,1284497608325693442,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
51,2020-07-18 14:32:12,1284496194467749888,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
52,2020-07-18 14:30:33,1284495782238879745,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
53,2020-07-18 14:19:53,1284493096919748608,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
54,2020-07-18 14:12:56,1284491345969766401,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for iPad,0,26
55,2020-07-18 14:06:14,1284489658995531777,"RT @YoungKev_Arts: Riri time-lapse art
8hrs rendered to 33sec
@rihanna

@_crazynairobian nunueko painting ya bae uhang kwa ukuta😁
#IkoKaziK…",Twitter for Android,0,48
56,2020-07-18 13:57:32,1284487470739066884,"RT @YouthAbraham: We are creating employment opportunities, through our social franchise model. We are recruiting resellers,distributors n…",Twitter for Android,0,3
57,2020-07-18 13:44:56,1284484300482764802,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
58,2020-07-18 13:44:06,1284484089890791425,"RT @YouthAbraham: We are creating employment opportunities, through our social franchise model. We are recruiting resellers,distributors n…",Iko Kazi Kenya,0,3
59,2020-07-18 13:44:00,1284484066012737536,"We are creating employment opportunities, through our social franchise model. We are recruiting resellers,distribut… https://t.co/IqAjsaARsi",Twitter for Android,1,3
60,2020-07-18 13:41:02,1284483320580124678,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
61,2020-07-18 13:28:46,1284480231969964032,"RT @Simon_Ingari: 51 Positions Open Revenue Collection Officers - https://t.co/5ttU80nnUI
#IkoKaziKe  #PataKaziKe #Gethired #JobSe... https…",Iko Kazi Kenya,0,1
62,2020-07-18 13:28:41,1284480209341812736,"51 Positions Open Revenue Collection Officers - https://t.co/5ttU80nnUI
#IkoKaziKe  #PataKaziKe #Gethired #JobSe... https://t.co/6RgHgfPNOC",Ingari,0,1
63,2020-07-18 13:24:31,1284479160929452032,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
64,2020-07-18 13:23:37,1284478935603073024,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
65,2020-07-18 13:21:51,1284478493313716227,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
66,2020-07-18 13:20:57,1284478263121907713,RT @Creatives_Kenya: #creatives #creativeindustries #creativeindustryKE #CEWG #castingcall #casting #IkoKaziKE #IkoKazi,Twitter for Android,0,3
67,2020-07-18 13:16:08,1284477052721209345,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
68,2020-07-18 13:15:01,1284476770595540992,"RT @ng4cha: I'm an embedded developer so if you have an IoT project, robotics etc using raspberry pis, Arduino and a wide range of sensor a…",Twitter for Android,0,55
69,2020-07-18 13:14:59,1284476763968503813,#IkoKaziKE https://t.co/9U8oaZogIq,Twitter for Android,1,0
70,2020-07-18 13:12:13,1284476065906413568,"RT @proTvMounting: #IkoKaziKE support my hustle this weekend TV mounting at 1000ksh
cable management / trunking done also done on request
C…",Mobile Web (M2),0,30
71,2020-07-18 13:11:48,1284475961627553799,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
72,2020-07-18 13:11:38,1284475919982354432,"RT @Simon_Ingari: Top 10 Paid Internships To Apply In July 2020 - https://t.co/pZ6ZPpvbMF
#IkoKaziKe  #PataKaziKe #Gethired #JobSe... https…",WapiKazi2.0,0,2
73,2020-07-18 13:05:08,1284474283926999042,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
74,2020-07-18 12:59:14,1284472799332098049,RT @MissGatheca: #IkoKaziKE . Urgently looking for a  salesperson who is also a licensed driver with experience in FMCGs .,Twitter for Android,0,58
75,2020-07-18 12:57:57,1284472475242434563,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
76,2020-07-18 12:56:33,1284472124976107520,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
77,2020-07-18 12:54:10,1284471522871185410,"RT @DraeFrank: https://t.co/JDVWkIGnNp
Haya bas.. Let's do this.. A thread #IkoKaziKE",Twitter for Android,0,46
78,2020-07-18 12:53:23,1284471327290789888,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
79,2020-07-18 12:51:47,1284470923169595398,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter Web App,0,235
80,2020-07-18 12:50:34,1284470617174147072,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
81,2020-07-18 12:49:20,1284470308561461248,"https://t.co/p8iPUejSpY

#IkoKaziKE",Twitter for Android,0,0
82,2020-07-18 12:48:57,1284470211677229057,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for iPhone,0,235
83,2020-07-18 12:47:17,1284469790967508999,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
84,2020-07-18 12:43:43,1284468896754536448,"RT @BillAchie: Vacancy for Senior Property Manager
#Ikokazike https://t.co/f5nKxmb8kp",Twitter for Android,0,3
85,2020-07-18 12:40:31,1284468088566669312,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
86,2020-07-18 12:36:32,1284467089189810177,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
87,2020-07-18 12:21:48,1284463380095533058,"RT @proTvMounting: #IkoKaziKE support my hustle this weekend TV mounting at 1000ksh
cable management / trunking done also done on request
C…",Twitter for Android,0,30
88,2020-07-18 12:21:38,1284463337158381571,"RT @MtandaoPromoter: #IkoKaziKe #IkoKazi Looking for a Audit Trainee living around Mlolongo,Kitengela or Athi river area, DM for more info",WapiKazi2.0,0,2
89,2020-07-18 12:20:22,1284463018454200320,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
90,2020-07-18 12:17:42,1284462349450182658,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
91,2020-07-18 12:15:48,1284461871458918402,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
92,2020-07-18 12:15:12,1284461716772999168,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for Android,0,26
93,2020-07-18 12:15:03,1284461679598862336,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
94,2020-07-18 12:10:50,1284460619622518784,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
95,2020-07-18 12:09:44,1284460341355839489,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter for iPhone,0,26
96,2020-07-18 12:06:51,1284459616953393153,"RT @_Mwanziu: Dear #KOT 

Ready to fry potato chips now available.

Call us to make your order. We are in Nairobi.

Kindly RT my client cou…",Twitter Web App,0,26
97,2020-07-18 11:58:08,1284457424888434689,"RT @johnnjenga: Job Vacancies
Assistang driver salesman - 6 posts
#IkoKaziKE https://t.co/Wa6lN5ofwm",Twitter for Android,0,235
98,2020-07-18 11:56:32,1284457021052461056,"RT @Simon_Ingari: New Vacanct Posts For Data Entry Clerks - https://t.co/TXBGyC22nt
#IkoKaziKe  #PataKaziKe #Gethired #JobSeekers ... https…",Twitter Web App,0,3
99,2020-07-18 11:56:11,1284456931038568449,"RT @moseslucas2: For The Best Car Deals, ☎️ 0707763341 or Inbox @moseslucas2

Low Deposit, Friendly &amp; Agreeable Payment Terms, Foreign or L…",Twitter for Android,0,19
